Issue_ID,Title,Body,State,Created_At,Closed_At,Comments,Body_Length
36207,[spam],[spam],closed,2026-04-03T15:55:47Z,2026-04-07T10:03:06Z,0,6
36206,Bug:,Petrosaich@gmail.com,closed,2026-04-03T15:43:19Z,2026-04-08T18:25:49Z,0,20
36205,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior",closed,2026-04-03T14:00:50Z,2026-04-08T18:26:03Z,0,939
36187,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
",closed,2026-04-02T05:02:53Z,2026-04-02T15:37:43Z,0,940
36186,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
",closed,2026-04-02T05:02:37Z,2026-04-02T15:37:45Z,0,940
36175,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
",closed,2026-03-31T23:23:16Z,2026-04-08T18:26:12Z,0,940
36167,[Compiler Bug]: can't use $ as component name in Client Components,"### What kind of issue is this?

- [x] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAMygOzgFwJYSYAEAJABTBwAWeANgCYwKYC+AlEcADrFFM6xiAHnp4AbgD5KNBk1ZCA9KMk8WPHggAeABwgwcRegjQBDKLQMZs+QkQCyATwCC27WQ7de-QUSEkJQlQAjBIAEgi0tBBEAOp6DACEisEBCv6qPCAANCBwhGh4AOYoIHgAtrr6RDgO2gicRAAKtFCFeJgA8to2mGBELERoMBBlRADkAEYmExEAtNotbZizTCa4s3kVdAgwSnhgOGMA3OqYFDxERAoKm9p0Jj12EEbIRFwgJpHvqkRgD-sFBB9ZqtdpdHpgNhHbLgKgQADuAElMDgdphPmAUKZaGAECwgA

### Repro steps

In my codebase, I have a utility component called `<$>` that I use as a succinct shortcut for inline styles.

```tsx
// this
<$ fs=""10em"" x=""30%"" y=""10%"">
  <h1>Hello World!</h1>
</$>

// is equivalent to this
<h1 style={{fontSize: ""10em"", left: ""30%"", position: ""absolute"", top: ""10%""}}>Hello World!</h1>
```

This works in Server Components, but breaks in Client Components. It seems that React Compiler uses `$` and `_c` as reserved variables, which overwrite my component. So either

1. the Compiler should detect when `$` in the scope and choose a different variable name, or
2. the docs should include a warning about this (apologies if they already do, I couldn't find any)

<img width=""978"" height=""507"" alt=""Image"" src=""https://github.com/user-attachments/assets/b7c3230f-7be3-4500-95a4-81316534b924"" />

### How often does this bug happen?

Every time

### What version of React are you using?

19.2.4

### What version of React Compiler are you using?

1.0.0",closed,2026-03-29T23:49:40Z,2026-04-08T18:51:03Z,5,1795
36162,[DevTools Bug]: Extension running a worker file in main thread on non-React website,"### Website or app

https://honing-forecast.pages.dev/Newchar

### ~~Repro steps~~

1. ~~Open the site with the extension enabled on Chrome (and any Chromium browsers it seems) or Firefox~~

~~The memory footprint shoots up like crazy (seen with chrome task manager, it's usually <250MB, with the extension on it's gigabytes), the cpu is stuck at 100+% and eventually Chrome crashes. I've tried taking a heap snapshot with chrome devtool but it only shows a 20MB footprint.~~

~~I should note this does not occur with the extension disabled. I'd love to provide more insight, but the site is not even using React (and the extension says as much). I'm incredibly confused as to why this might be happening (the source code of my site is [available here](https://github.com/Kenivia/Honing-Forecast)).~~

Initial symptom was resolved, see discussion below!



### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

```text

```

### Error component stack (automated)

```text

```

### GitHub query string (automated)

```text

```",closed,2026-03-28T10:07:31Z,2026-03-29T14:18:56Z,4,1200
36158,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
",closed,2026-03-27T20:01:07Z,2026-04-08T18:26:21Z,2,940
36146,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
",closed,2026-03-26T06:44:13Z,2026-03-26T06:44:37Z,0,940
36120,Bug: Suspense wrapped component does not update correctly,"When a server component is wrapped with Suspense tag, `revalidatePath` does not work correctly.
Only when `npm run build && npm run start`

React version: 19.2.4
Next.js version: 16.2.0

## Steps To Reproduce

1. Wrap a Server component (list of item) with Suspense tag
2. `npm run build && npm run start`
3. Delete an item with the UI button (will delete and revalidatePath)
4. See not UI update after the request / response

Link to code example:

https://github.com/vercel/next-learn/blob/main/dashboard/final-example/app/dashboard/invoices/page.tsx

I tried to reproduce the bug on CodeSandbox, but i think the cache / revalidatePath does not work as my own machine. Sorry.

The code is maybe not the best, i did the Acme course on NextJS 16.

If there is some better pratice, i will be glad to learn them. (except the interaction with Data, i will do an API for that i think. Server action will retrieve some data from an external API)

```tsx
// app/dashboard/invoices/page.tsx
import Pagination from '@/app/ui/invoices/pagination';
import Search from '@/app/ui/search';
import Table from '@/app/ui/invoices/table';
import { CreateInvoice } from '@/app/ui/invoices/buttons';
import { lusitana } from '@/app/ui/fonts';
import { InvoicesTableSkeleton } from '@/app/ui/skeletons';
import { Suspense } from 'react';
import { fetchInvoicesPages } from '@/app/lib/data';

export default async function Page(props: { searchParams?: Promise<{ query?: string; page?: string }> }) {
    const searchParams = await props.searchParams;
    const query = searchParams?.query || '';
    const pageParameter = Number.parseInt(searchParams?.page || '1', 10);
    const currentPage = Number.isNaN(pageParameter) || pageParameter < 1 ? 1 : pageParameter;
    const totalPages = await fetchInvoicesPages(query);

    return (
        <div className=""w-full"">
            <div className=""flex w-full items-center justify-between"">
                <h1 className={`${lusitana.className} text-2xl`}>Invoices</h1>
            </div>
            <div className=""mt-4 flex items-center justify-between gap-2 md:mt-8"">
                <Search placeholder=""Search invoices..."" />
                <CreateInvoice />
            </div>
            <Suspense key={query + currentPage} fallback={<InvoicesTableSkeleton />}>
                <Table query={query} currentPage={currentPage} />
            </Suspense>
            <div className=""mt-5 flex w-full justify-center"">
                <Pagination totalPages={totalPages} />
            </div>
        </div>
    );
}
```

```tsx
// app/ui/invoices/table.tsx
import Image from 'next/image';
import { UpdateInvoice, DeleteInvoice } from '@/app/ui/invoices/buttons';
import InvoiceStatus from '@/app/ui/invoices/status';
import { formatDateToLocal, formatCurrency } from '@/app/lib/utils';
import { fetchFilteredInvoices } from '@/app/lib/data';

export default async function InvoicesTable({ query, currentPage }: { query: string; currentPage: number }) {
    const invoices = await fetchFilteredInvoices(query, currentPage);

    return (
        <div className=""mt-6 flow-root"">
            <div className=""inline-block min-w-full align-middle"">
                <div className=""rounded-lg bg-gray-50 p-2 md:pt-0"">
                    ...
                    <table className=""hidden min-w-full text-gray-900 md:table"">
                        <thead className=""rounded-lg text-left text-sm font-normal"">
                            <tr>
                                <th scope=""col"" className=""px-4 py-5 font-medium sm:pl-6"">
                                    Customer
                                </th>
                                <th scope=""col"" className=""px-3 py-5 font-medium"">
                                    Email
                                </th>
                                <th scope=""col"" className=""px-3 py-5 font-medium"">
                                    Amount
                                </th>
                                <th scope=""col"" className=""px-3 py-5 font-medium"">
                                    Date
                                </th>
                                <th scope=""col"" className=""px-3 py-5 font-medium"">
                                    Status
                                </th>
                                <th scope=""col"" className=""relative py-3 pl-6 pr-3"">
                                    <span className=""sr-only"">Edit</span>
                                </th>
                            </tr>
                        </thead>
                        <tbody className=""bg-white"">
                            {invoices?.map((invoice) => (
                                <tr
                                    key={invoice.id}
                                    className=""w-full border-b py-3 text-sm last-of-type:border-none [&:first-child>td:first-child]:rounded-tl-lg [&:first-child>td:last-child]:rounded-tr-lg [&:last-child>td:first-child]:rounded-bl-lg [&:last-child>td:last-child]:rounded-br-lg""
                                >
                                    <td className=""whitespace-nowrap py-3 pl-6 pr-3"">
                                        <div className=""flex items-center gap-3"">
                                            <Image
                                                src={invoice.image_url}
                                                className=""rounded-full""
                                                width={28}
                                                height={28}
                                                alt={`${invoice.name}'s profile picture`}
                                            />
                                            <p>{invoice.name}</p>
                                        </div>
                                    </td>
                                    <td className=""whitespace-nowrap px-3 py-3"">{invoice.email}</td>
                                    <td className=""whitespace-nowrap px-3 py-3"">{formatCurrency(invoice.amount)}</td>
                                    <td className=""whitespace-nowrap px-3 py-3"">{formatDateToLocal(invoice.date)}</td>
                                    <td className=""whitespace-nowrap px-3 py-3"">
                                        <InvoiceStatus status={invoice.status} />
                                    </td>
                                    <td className=""whitespace-nowrap py-3 pl-6 pr-3"">
                                        <div className=""flex justify-end gap-3"">
                                            <UpdateInvoice id={invoice.id} />
                                            <DeleteInvoice id={invoice.id} />
                                        </div>
                                    </td>
                                </tr>
                            ))}
                        </tbody>
                    </table>
                </div>
            </div>
        </div>
    );
}
```

```tsx
// app/ui/invoices/buttons.tsx
...
export function DeleteInvoice({ id }: { id: string }) {
    const deleteInvoiceWithId = deleteInvoice.bind(null, id);

    return (
        <form action={deleteInvoiceWithId}>
            <button type=""submit"" className=""rounded-md border p-2 hover:bg-gray-100"">
                <span className=""sr-only"">Delete</span>
                <TrashIcon className=""w-5"" />
            </button>
        </form>
    );
}
```

```ts
// app/lib/action.ts
...
export async function deleteInvoice(id: string) {
    try {
        await sql`DELETE FROM invoices WHERE id = ${id}`;
    } catch (error) {
        console.error(error);
        // Add toast for error ?
        return;
    }

    revalidatePath('/dashboard/invoices');
}
```

## The current behavior

When deleting an item, the UI is not refreshed.

## The expected behavior

With revalidatePath, we should have an UI up to date after deleting an element.
",closed,2026-03-20T22:06:17Z,2026-04-19T23:37:41Z,2,7949
36104,Add block-no-verify PreToolUse hook to .claude/settings.json,"## Feature: Add block-no-verify PreToolUse hook to .claude/settings.json

React's `.claude/settings.json` already has a `SessionStart` hook for instructions and a well-configured permissions list. There's one enforcement gap worth closing: the git hook-bypass flag.

When Claude Code runs `git commit` or `git push` with the hook-bypass flag, it silently skips pre-commit hooks, commit-msg validation, and pre-push test suites — regardless of any permissions or quality gates configured elsewhere.

### Proposed fix

Add `block-no-verify@1.1.2` ([github.com/tupe12334/block-no-verify](https://github.com/tupe12334/block-no-verify)) as a `PreToolUse` Bash hook alongside the existing `SessionStart` hook:

```json
""PreToolUse"": [
  {
    ""matcher"": ""Bash"",
    ""hooks"": [{ ""type"": ""command"", ""command"": ""npx block-no-verify@1.1.2"" }]
  }
]
```

**Note:** The existing config denies `Bash(npx:*)` — this applies to what Claude Code can run through its Bash tool, but hooks run as system-level shell commands outside that permission scope. So the hook will run correctly.

The package reads `tool_input.command` from the Claude Code hook stdin, detects the hook-bypass flag across all git subcommands, and exits 2 to block. All existing hooks and permissions are preserved unchanged.

---

_Disclosure: I am the author and maintainer of `block-no-verify`._
",closed,2026-03-19T18:23:39Z,2026-03-30T23:33:37Z,0,1354
36101,Bug: react-hooks/set-state-in-effect fails to flag violation if prop has a `NewExpression` default value,"The react-hooks/set-state-in-effect rule fails to flag a violation when a component's destructured prop has a default value that is a NewExpression (new Foo()).

react version: 18.3.1
eslint-plugin-react-hooks: 7.0.1

## Steps To Reproduce

```tsx
// ❌ Should flag — but doesn't
function MyComponent({ value = new Number() }) {
  const [x, setX] = useState(false)

  useEffect(() => {
    setX(true)
  }, [x])

  return null
}

// ✅ Correctly flags — literal default
function MyComponent({ value = Number() }) {
  const [x, setX] = useState(false)

  useEffect(() => {
    setX(true)
  }, [x])

  return null
}
```",closed,2026-03-19T10:11:50Z,2026-04-08T18:52:51Z,1,614
36100,[spam],[spam],closed,2026-03-19T07:30:17Z,2026-03-19T15:48:14Z,0,6
36099,[spam],[spam],closed,2026-03-19T07:15:02Z,2026-03-19T16:54:21Z,0,6
36098,[spam],[spam],closed,2026-03-19T07:00:03Z,2026-03-19T16:40:44Z,0,6
36049,Unexpected hydration mismatch on production build,,closed,2026-03-16T06:41:28Z,2026-03-16T17:15:26Z,0,0
